Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-01-03,32.91181978439937,33.16551432953712,32.630698095031484,32.959815979003906,14244700,0.34,0
2007-01-04,32.94609899037426,33.28893041091009,32.74040066117199,33.042091369628906,9471500,0.0,0
2007-01-05,33.028364527917766,33.08321878864885,32.658108730363416,32.76781463623047,10760500,0.0,0
2007-01-08,32.61698035329883,32.952956288177255,32.44556464716815,32.877532958984375,8239200,0.0,0
2007-01-09,32.843248872300336,32.98723743126864,32.47299033587101,32.74039840698242,9276700,0.0,0
2007-01-10,32.54841154840714,32.99409076612403,32.52783988732163,32.980377197265625,15597000,0.0,0
2007-01-11,32.91181795706109,33.199795108699156,32.870677243000095,33.12437438964844,8049200,0.0,0
2007-01-12,32.980366053378404,33.090071951580775,32.843235642321645,32.904945373535156,10646700,0.0,0
2007-01-16,33.021508588849855,33.22720683250912,32.98036789387997,33.1792106628418,8696500,0.0,0
2007-01-17,33.35748110591829,33.52203863839635,32.99407820847248,33.206634521484375,16291400,0.0,0
2007-01-18,32.94609965613587,33.30950274785275,32.856962752628384,33.01466751098633,12654200,0.0,0
2007-01-19,33.11751049479246,33.480913533014466,33.00780455877725,33.43291473388672,14649200,0.0,0
2007-01-22,33.50833274883799,34.187139918656236,33.391771354604025,34.05000686645508,18325500,0.0,0
2007-01-23,33.98831019379804,34.187153065174094,33.78946732242199,34.16658401489258,12845300,0.0,0
2007-01-24,34.06371373063732,34.557391575184056,33.94714974374382,34.529964447021484,13857500,0.0,0
2007-01-25,34.447691866355136,34.74938248355483,34.23513550830364,34.427120208740234,14855900,0.0,0
2007-01-26,34.283144326727815,34.45456004836146,33.940312883460535,34.07744598388672,13990300,0.0,0
2007-01-29,33.988296356892604,34.0431506227736,33.67289217486296,33.91973114013672,12085000,0.0,0
2007-01-30,34.07742605252033,34.45453989642694,33.85115617681948,34.40654373168945,12325700,0.0,0
2007-01-31,34.33111770227273,35.07848985649821,34.18027113050046,34.9207878112793,18460500,0.0,0
2007-02-01,34.94136587267421,35.13335318150107,34.87280065811873,35.1127815246582,13420400,0.0,0
2007-02-02,35.119630543961904,35.195053829848035,34.78365480199493,34.9207878112793,15443400,0.0,0
2007-02-05,34.838543095442795,35.07166865435327,34.65341374434355,34.94139099121094,8079900,0.0,0
2007-02-06,34.8659567412191,35.18821913494749,34.80424697679444,34.968807220458984,9849200,0.0,0
2007-02-07,34.85908709208857,35.119639615470916,34.83165996002827,35.1127815246582,7537400,0.0,0
2007-02-08,35.00992465965332,35.00992465965332,34.63966631926391,34.9207878112793,10312300,0.0,0
2007-02-09,34.98251665381993,35.099078075279955,34.337994558202986,34.57111740112305,9489000,0.0,0
2007-02-12,34.687674053575996,34.72881475476611,34.4545486446896,34.58482360839844,7889000,0.0,0
2007-02-13,34.52312146573857,34.98251690892745,34.50941051125178,34.93452072143555,8374100,0.0,0
2007-02-14,35.03050757065877,35.34591178602359,34.96879782281821,35.25677490234375,10745900,0.0,0
2007-02-15,35.00307561201226,35.29105526745491,34.89336969936632,35.1127815246582,13339600,0.0,0
2007-02-16,35.07850707370601,35.2087820578906,34.97565661236309,35.14021682739258,11291900,0.0,0
2007-02-20,35.071646696851694,35.483043253553234,35.051075038099754,35.40076446533203,9171500,0.0,0
2007-02-21,35.27733384374892,35.5515972564767,35.15391439256329,35.414466857910156,9337100,0.0,0
2007-02-22,35.5173215711882,35.620172005730254,35.229344539422755,35.407615661621094,9111600,0.0,0
2007-02-23,35.34590952029206,35.483042575102374,34.77681087388315,34.98936462402344,10042600,0.0,0
2007-02-26,35.085356405970444,35.25677206779112,34.577967511714675,34.83852005004883,13342800,0.0,0
2007-02-27,34.70139626362209,34.70139626362209,32.63754967946855,33.74832534790039,21228500,0.0,0
2007-02-28,33.64546017814461,34.207703244170325,33.522040713349206,33.864871978759766,19180400,0.0,0
2007-03-01,33.583757257468996,33.89916145787668,33.11750643269438,33.73460388183594,22648000,0.0,0
2007-03-02,33.563196593577224,33.59747921251157,32.98723970245318,33.042091369628906,16922400,0.0,0
2007-03-05,32.637539297354245,33.02151130183434,32.36327582180728,32.59640121459961,20199600,0.0,0
2007-03-06,32.891246112352206,33.378066083848395,32.52098756406099,33.26836013793945,17751900,0.0,0
