Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,62.817485815553866,62.817485815553866,61.73787165422467,62.291290283203125,10473200,0.0,0
2017-01-04,62.29128707691501,63.171306681287916,62.23684780817456,62.654178619384766,7918000,0.0,0
2017-01-05,62.082631043931926,62.899151026701674,61.80138796386665,62.790279388427734,7099200,0.0,0
2017-01-06,62.06448211944588,62.14613064750935,61.70158362183312,61.92839431762695,9491100,0.0,0
2017-01-09,61.991889701537936,62.41829483914433,61.98281533728558,62.336639404296875,8685200,0.0,0
2017-01-10,62.27315773477827,62.84471832165804,61.89211734352509,61.90119171142578,10256500,0.0,0
2017-01-11,61.87394430137384,62.25499146465239,61.864876858749824,62.173336029052734,6697600,0.0,0
2017-01-12,62.0191149513258,62.20056073266285,61.61992592632883,61.66529083251953,6544900,0.0,0
2017-01-13,61.67436777881535,61.71065139923072,60.85784788520624,60.90320587158203,10012500,0.0,0
2017-01-17,61.78323755353667,62.86285877488854,61.74694700843006,62.07355499267578,13167500,0.0,0
2017-01-18,61.58363991395046,61.79230880737304,61.27518067865396,61.79230880737305,7321500,0.0,0
2017-01-19,61.81044423730914,61.86488350746357,61.22074200462304,61.347755432128906,6821100,0.0,0
2017-01-20,61.45661630044352,61.538271739731925,60.80340047298527,60.94856262207031,12054700,0.0,0
2017-01-23,60.79433942390974,60.94856903224931,60.386076027953685,60.46773147583008,7951400,0.0,0
2017-01-24,60.68546710040418,61.15723720739242,60.476805143696716,61.148162841796875,10710600,0.0,0
2017-01-25,61.257038756775906,61.44756586059896,60.5947553030232,60.68547821044922,8722900,0.0,0
2017-01-26,60.90320913269072,60.98486458728051,60.4405202696315,60.54031753540039,6504100,0.0,0
2017-01-27,60.65824951250947,60.758046766597445,59.224804337166496,59.56956100463867,13433600,0.0,0
2017-01-30,59.54233732535365,60.31349917606516,59.54233732535365,60.25905990600586,8641500,0.0,0
2017-01-31,60.068536120917464,60.68546141103222,59.76914437974878,60.549373626708984,9320900,0.0,0
2017-02-01,60.29536625867844,60.52217699855688,59.91432587689414,60.08670425415039,9050000,0.0,0
2017-02-02,60.18647269668584,60.91226956870626,60.18647269668584,60.51308059692383,8998700,0.0,0
2017-02-03,60.62195188441852,60.72174912683763,60.27720217896919,60.331634521484375,7625300,0.0,0
2017-02-06,60.213704845013744,60.65825186208051,60.213704845013744,60.24092102050781,9097200,0.0,0
2017-02-07,60.386086386400606,60.7852754851321,60.34072839354467,60.68547821044922,5805700,0.0,0
2017-02-08,60.68547223134193,61.52920833853076,60.68547223134193,61.52013397216797,7660800,0.0,0
2017-02-09,61.52014179318265,62.72677656943339,61.46570943151293,62.67234420776367,11080500,0.0,0
2017-02-10,61.91931262931808,62.23684618153622,61.47476565621268,61.71064376831055,12445600,0.0,0
2017-02-13,61.98281955514523,62.28221130043939,61.29331318099536,61.48383331298828,8374300,0.0,0
2017-02-14,61.58363512685235,62.30943209257542,61.42940552119287,62.291290283203125,8462300,0.0,0
2017-02-15,61.51105134001427,62.33663851063433,61.47476080523698,62.31849670410156,8563300,0.0,0
2017-02-16,62.30037022883003,62.81749842112301,62.24593786807738,62.4818229675293,8413800,0.0,0
2017-02-17,62.44550537554999,63.3164573789671,62.31849197432528,62.93541717529297,12837400,0.0,0
2017-02-21,64.604750571783,65.57549996491248,64.14205486576058,64.8224868774414,22412900,0.0,0
2017-02-22,65.54829206782343,65.65716369525455,64.84971815985165,65.05838012695312,15242700,0.0,0
2017-02-23,65.32146467261754,65.77508595506627,64.55938424052518,64.69546508789062,12799700,0.0,0
2017-02-24,64.72269296401566,66.04727343945422,64.68640934596309,65.67530059814453,13889900,0.0,0
2017-02-27,65.57549841529007,65.70251183406536,64.89506641968862,65.08558654785156,9254700,0.0,0
2017-02-28,64.29630616688765,64.4142452508821,63.5070023600246,64.35073852539062,15952600,0.0,0
