Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,82.98855152463295,84.03915342807,82.3264088262981,82.97972106933594,5054900,0.0,0
2017-01-04,83.39466701544796,83.429982101866,82.48532543109154,82.60892486572266,3772100,0.0,0
2017-01-05,82.2646197989046,83.39467573984744,81.59364655809553,82.10570526123047,4698800,0.0,0
2017-01-06,82.50296663178065,82.63539650110593,81.5848014719614,82.14099884033203,4023100,0.0,0
2017-01-09,82.04390492768513,82.538302714257,81.39941632533424,81.54950714111328,3095000,0.0,0
2017-01-10,82.0880509478102,83.37702142428857,81.90264504111073,82.8384780883789,3980200,0.0,0
2017-01-11,83.40350154784305,83.6507004291887,82.45001437494035,83.56241607666016,3720500,0.0,0
2017-01-12,83.31521101398378,83.31521101398378,81.91146499096874,82.97972106933594,3102700,0.0,0
2017-01-13,83.05034843539738,83.54474614471023,82.7060347827454,83.41232299804688,2609500,0.0,0
2017-01-17,83.20043740798076,83.2445829499193,82.29992627914486,82.60892486572266,5040300,0.0,0
2017-01-18,82.60003488853368,83.1608474178856,82.36858553718298,83.08073425292969,3425700,0.77,0
2017-01-19,83.3032770799645,83.65935142587931,82.75136150421889,83.12523651123047,3540100,0.0,0
2017-01-20,83.6860472440177,84.5673258964619,83.33887665997749,84.19345092773438,5045200,0.0,0
2017-01-23,84.21124913144966,84.3358741173915,83.28545867048716,84.08662414550781,3254900,0.0,0
2017-01-24,84.58512661907179,86.10734446291417,84.38929220070065,85.67115020751953,5768200,0.0,0
2017-01-25,87.07763712059456,87.76307454114446,86.63254594602772,87.37139892578125,7557900,0.0,0
2017-01-26,87.63846159112218,88.1102640058604,85.47531791399722,86.54354095458984,9097300,0.0,0
2017-01-27,86.96192281233176,88.53754270797818,86.79278597917798,88.11915588378906,6371400,0.0,0
2017-01-30,87.59396099669367,87.76309105660076,85.96492536125088,86.1607666015625,5221800,0.0,0
2017-01-31,85.98271695407323,86.01832506596982,84.20235210856087,85.15485382080078,5724700,0.0,0
2017-02-01,85.28840073557855,85.92042962589727,84.03324668341175,84.66527557373047,3582500,0.0,0
2017-02-02,84.36257920996387,84.68304540266412,83.23205060183696,83.47239685058594,3807500,0.0,0
2017-02-03,83.9620072864114,84.07772855840047,82.61782990330188,83.03621673583984,4677900,0.0,0
2017-02-06,82.61784144703968,82.89380265965373,82.27957451827076,82.67125701904297,4621300,0.0,0
2017-02-07,83.96199805250387,84.49610609829116,82.80475829367117,83.06291198730469,4995600,0.0,0
2017-02-08,82.78696129874608,82.78696129874608,81.99469952426509,82.70684814453125,4083500,0.0,0
2017-02-09,82.84037497993037,83.83738174910624,82.51101182655981,83.64154052734375,3994300,0.0,0
2017-02-10,84.45160151412674,86.00942061785862,84.12223160152173,85.73345947265625,5600200,0.0,0
2017-02-13,86.96191498798407,88.1725635139879,86.49011943432346,87.6829605102539,6995100,0.0,0
2017-02-14,87.49604137374843,87.89662079418507,86.57915445779732,87.31800079345703,4342600,0.0,0
2017-02-15,87.3357887483353,88.1458511352539,87.2378681489256,88.1458511352539,4326000,0.0,0
2017-02-16,88.17257478764932,88.19037544844642,87.05984672011995,87.46932983398438,3062400,0.0,0
2017-02-17,87.30018853212212,88.08354660666276,86.82839294225374,87.9945297241211,3631500,0.0,0
2017-02-21,88.01234095474469,88.30609600059054,87.16666355540406,87.32689666748047,3916600,0.0,0
2017-02-22,87.27347554436416,87.8877035189998,86.89960059960862,87.41590118408203,3031100,0.0,0
2017-02-23,87.62954925955474,87.68295802515665,84.67414424549581,85.05692291259766,6024800,0.0,0
2017-02-24,84.44269814627367,85.01241430615302,83.23204960864197,84.99461364746094,5018200,0.0,0
